time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2018-04-26T00:43:26Z,161,0,0,0,0,0,17755788,1467,14609899,0,0,0,0,0,0,40349,0,0,0,0,0,0,0,788,13,0,-203,1,5,23079,0,0,0,0,0, ,0,0,0,0,0,0,40104,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,111,97464560,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,39897,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:44:26Z,161,0,0,0,0,0,17799052,1467,14653163,0,0,0,0,0,0,41184,0,0,0,0,0,0,0,792,13,0,-206,1,5,21979,0,0,0,0,0, ,0,0,0,0,0,0,40926,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,137,87297112,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,40699,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:45:26Z,161,0,0,0,0,0,17848372,1467,14702483,0,0,0,0,0,0,37682,0,0,0,0,0,0,0,793,13,0,-208,1,5,21461,0,0,0,0,0, ,0,0,0,0,0,0,37405,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,198,115801392,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,37153,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:46:26Z,161,0,0,0,0,0,17845028,1467,14699139,0,0,0,0,0,0,31129,0,0,0,0,0,0,0,793,13,0,-210,1,5,17898,0,0,0,0,0, ,0,0,0,0,0,0,30955,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,131,104855888,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,30811,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:47:26Z,161,0,0,0,0,0,17879812,1467,14733923,0,0,0,0,0,0,38748,0,0,0,0,0,0,0,791,13,0,-214,1,5,22185,0,0,0,0,0, ,0,0,0,0,0,0,38480,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,164,92218016,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,38247,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:48:27Z,161,0,0,0,0,0,17933908,1467,14788019,0,0,0,0,0,0,38966,0,0,0,0,0,0,0,793,13,0,-217,1,5,22098,0,0,0,0,0, ,0,0,0,0,0,0,38670,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,138,90690024,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,38407,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:49:27Z,161,0,0,0,0,0,17967868,1467,14821979,0,0,0,0,0,0,37295,0,0,0,0,0,0,0,795,13,0,-220,1,5,21024,0,0,0,0,0, ,0,0,0,0,0,0,37049,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,100,115083040,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,36834,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:50:27Z,161,0,0,0,0,0,17994836,1467,14848947,0,0,0,0,0,0,31675,0,0,0,0,0,0,0,796,13,0,-222,1,5,17915,0,0,0,0,0, ,0,0,0,0,0,0,31471,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,74,107125512,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,31292,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:51:27Z,161,0,0,0,0,0,18014780,1467,14868891,0,0,0,0,0,0,35307,0,0,0,0,0,0,0,797,13,0,-224,1,5,20464,0,0,0,0,0, ,0,0,0,0,0,0,35092,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,129,99078224,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,34906,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:52:27Z,161,0,0,0,0,0,18046724,1467,14900835,0,0,0,0,0,0,33261,0,0,0,0,0,0,0,796,13,0,-228,1,5,19440,0,0,0,0,0, ,0,0,0,0,0,0,33029,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,108,110470960,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,32832,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:53:27Z,161,0,0,0,0,0,18090748,1467,14944859,0,0,0,0,0,0,40060,0,0,0,0,0,0,0,795,13,0,-230,1,5,20610,0,0,0,0,0, ,0,0,0,0,0,0,39825,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,219,107036384,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,39615,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:54:27Z,161,0,0,0,0,0,18101788,1467,14955899,0,0,0,0,0,0,38093,0,0,0,0,0,0,0,796,13,0,-233,1,5,20420,0,0,0,0,0, ,0,0,0,0,0,0,37862,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,136,112038704,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,37665,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:55:27Z,161,0,0,0,0,0,18137580,1467,14991691,0,0,0,0,0,0,35422,0,0,0,0,0,0,0,796,13,0,-235,1,5,19696,0,0,0,0,0, ,0,0,0,0,0,0,35180,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,106,120986568,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,34964,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:56:27Z,161,0,0,0,0,0,18148860,1467,15002971,0,0,0,0,0,0,32570,0,0,0,0,0,0,0,794,13,0,-238,1,5,19133,0,0,0,0,0, ,0,0,0,0,0,0,32357,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,79,99768720,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,32181,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:57:27Z,161,0,0,0,0,0,18192020,1467,15046131,0,0,0,0,0,0,34271,0,0,0,0,0,0,0,793,13,0,-241,1,5,19698,0,0,0,0,0, ,0,0,0,0,0,0,34010,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,77,105183456,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,33778,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:58:27Z,161,0,0,0,0,0,18229940,1467,15084051,0,0,0,0,0,0,37345,0,0,0,0,0,0,0,795,13,0,-243,1,5,19910,0,0,0,0,0, ,0,0,0,0,0,0,37114,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,102,117768976,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,36909,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T00:59:27Z,161,0,0,0,0,0,18276940,1467,15131051,0,0,0,0,0,0,52714,0,0,0,0,0,0,0,797,13,0,-244,1,5,16257,0,0,0,0,0, ,0,0,0,0,0,0,52500,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,106,107524104,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,52312,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:00:27Z,161,0,0,0,0,0,18288396,1467,15142507,0,0,0,0,0,0,53946,0,0,0,0,0,0,0,798,13,0,-244,1,5,14118,0,0,0,0,0, ,0,0,0,0,0,0,53795,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,47,193,35320016,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,53666,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:01:27Z,161,0,0,0,0,0,18320044,1467,15174155,0,0,0,0,0,0,30930,0,0,0,0,0,0,0,801,13,0,-244,1,5,12584,0,0,0,0,0, ,0,0,0,0,0,0,30698,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,106,42904944,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,30499,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:02:27Z,161,0,0,0,0,0,18361732,1467,15215843,0,0,0,0,0,0,44398,0,0,0,0,0,0,0,802,13,0,-244,1,5,11849,0,0,0,0,0, ,0,0,0,0,0,0,44185,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,149,59351592,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,44001,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:03:27Z,161,0,0,0,0,0,18391068,1467,15245179,0,0,0,0,0,0,38593,0,0,0,0,0,0,0,806,13,0,-244,1,5,14617,0,0,0,0,0, ,0,0,0,0,0,0,38372,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,106,38846856,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,38178,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:04:27Z,161,0,0,0,0,0,18426436,1467,15280547,0,0,0,0,0,0,59313,0,0,0,0,0,0,0,808,13,0,-245,1,5,15337,0,0,0,0,0, ,0,0,0,0,0,0,59130,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,155,57639096,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,58969,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:05:27Z,161,0,0,0,0,0,18518588,1467,15372699,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,812,13,0,-245,1,5,9893,0,0,0,0,0, ,0,0,0,0,0,0,23647,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,82,63904912,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,23326,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:06:27Z,161,0,0,0,0,0,18614452,1467,15468563,0,0,0,0,0,0,19914,0,0,0,0,0,0,0,820,13,0,-244,1,5,8423,0,0,0,0,0, ,0,0,0,0,0,0,19611,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,45721656,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,19338,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:07:27Z,161,0,0,0,0,0,18679716,1467,15533827,0,0,0,0,0,0,22893,0,0,0,0,0,0,0,824,13,0,-243,1,5,5851,0,0,0,0,0, ,0,0,0,0,0,0,22565,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,55,66470088,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,22271,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:08:27Z,161,0,0,0,0,0,18736124,1467,15590235,0,0,0,0,0,0,17489,0,0,0,0,0,0,0,827,13,0,-242,1,5,4511,0,0,0,0,0, ,0,0,0,0,0,0,17197,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,44224760,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,16938,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:09:27Z,161,0,0,0,0,0,18804356,1467,15658467,0,0,0,0,0,0,6087,0,0,0,0,0,0,0,830,13,0,-240,1,5,2888,0,0,0,0,0, ,0,0,0,0,0,0,5749,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,54121808,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,5450,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:10:27Z,161,0,0,0,0,0,18883284,1467,15737395,0,0,0,0,0,0,13826,0,0,0,0,0,0,0,838,13,0,-238,1,5,4586,0,0,0,0,0, ,0,0,0,0,0,0,13541,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,58085232,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,13288,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:11:27Z,161,0,0,0,0,0,18952364,1467,15806475,0,0,0,0,0,0,7261,0,0,0,0,0,0,0,840,13,0,-237,1,5,3481,0,0,0,0,0, ,0,0,0,0,0,0,6968,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,44026120,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,6709,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26T01:12:27Z,161,0,0,0,0,0,19036836,1467,15890947,0,0,0,0,0,0,4748,0,0,0,0,0,0,0,846,13,0,-235,1,5,2661,0,0,0,0,0, ,0,0,0,0,0,0,4434,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524689542573,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,46398040,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,4153,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
